X,Y,Rate_per_100000,Walkability,PopulationFemale,NoHealthInsurance,X.Black
-85.989068,37.902153,103.5,28.416667,301.3,24.1,28.27
-83.675992,37.926589,105.8,7.805556,93.9,7.03,0.39
-84.890269,37.880911,124.5,24.263889,253.95,32.36,19.9
-85.565925,36.966222,59.5,11.069444,150.6,18.85,4.59
-85.760693,36.785787,56.1,16.416667,200.33,41.09,8.25
-83.993902,38.05719,102.1,32.166667,305.01,36.62,13.01
-83.10175,37.939697,51.6,2.416667,49.73,10.22,1.72
-87.277808,37.221745,91.5,38.180556,448.45,53.61,34.39
-85.540338,37.629834,70.2,49.611111,450.54,42.01,42.22
-83.979768,38.29159,99.9,7.75,103.39,16.93,3.51
-86.751998,37.627979,35.1,22.472222,302.05,29.96,4.04
-85.449636,38.348712,173,84.5,663.18,48.42,51.37
-84.421796,38.646326,90.1,13.491667,147.13,8.37,2.43
-83.388543,37.323324,97.6,23.741667,200.41,20.35,9.2
-82.48613,37.621341,50.5,64.413889,773.34,93.61,14.05
-83.922241,37.845158,49.2,10.077778,102.21,9.33,0.67
-84.586141,37.090224,78.1,76.277778,719.55,86.6,11.57
-84.368332,37.28524,63,16.711111,201.92,15.93,0.5
-83.463211,38.281232,75.9,21.361111,208.19,18.91,3.83
-85.090546,37.036685,53.3,21.152778,207.62,29.75,1.25
-84.569913,38.204074,104.4,93.972222,707.79,77.96,61.48
-85.244188,38.215128,155.3,49.194444,458.41,75.97,61.16
-86.528177,36.772732,110.5,22.925,203.53,22.02,35.53
-85.199818,37.394697,55.7,27.106746,256.43,23.46,18.3
-87.166662,36.966037,150.3,15.583333,203.15,54.79,38.42
-87.823183,36.926643,88.1,13.791667,149.02,24.81,21.02
-87.827834,37.679404,157.6,21.4,194.71,18.04,46.88
-86.44143,36.98579,149.1,171.116667,1218.31,137.34,238.41
-85.267745,37.718312,89.1,10.683333,151.76,23.99,10.34
-84.760662,36.744131,63.5,22.038889,251.54,50.25,9.09
-84.253353,36.84815,57.4,42.402778,406.34,42.94,5.65
-83.420741,37.739657,83.4,7.805556,99.19,4.38,0.09
-84.726678,38.070286,115.2,45.138889,420.77,40.49,35.74
-92.442096,30.284048,236.4,75.706349,619.05,126.73,212.42
-92.82684,30.517553,819.6,26.819444,226.25,43.63,98.29
-90.937643,30.311431,255.2,90.083333,710.83,106.07,336.22
-91.033419,29.973459,214.4,25.277778,312.04,49.57,189.44
-91.867494,31.136949,471.1,42.694444,454.12,76.79,209.87
-93.320467,30.556493,129.6,33.666667,340.19,75.53,105.07
-93.178383,32.293279,342.1,22.513889,264.83,51.85,206.02
-93.728247,32.51758,256.4,132.463889,1122.65,209.14,643.3
-93.802953,32.456907,617.8,444.407937,3331.31,645.82,3347.26
-93.198989,30.232058,400.2,298.360714,2157.32,412.29,1258.82
-92.000344,32.128313,252.6,12.333333,142.76,40.16,45.69
-91.804183,31.801744,397.9,16.375,151.44,33.58,109.52
-93.107998,32.891536,561.8,7,99.59,20.35,74.28
-91.676297,31.36123,293.2,19.277778,159.96,42.77,144.83
-93.727151,31.917654,241.5,37.572222,361.43,73.55,324.37
-91.064499,30.426718,1066.2,646.933333,4646.98,827.53,4469.38
-91.24786,32.655547,354.7,11.666667,79.66,17.92,111.93
-91.139295,30.777658,1085.7,16.461111,190.83,35.99,144
-92.511416,30.583944,300.1,30.183333,297.67,68.76,164.68
-91.826667,32.03641,287,24.633333,311.34,72.08,168.2
-92.496248,31.682989,253.2,19.372222,228.22,45.27,85.19
-91.835101,29.672389,246.9,100.511111,770.3,177.12,557.92
-91.313085,30.170811,959,39.458333,352.12,75.48,338.48
-92.603378,32.229845,201.8,23.805556,250.56,45.81,145.9
-90.126348,29.89254,551.8,1166.019444,6328.12,1361.36,3179.02
-92.708204,30.142247,257.2,41.797222,354.89,57.97,142
-92.108249,30.223186,426.2,335.780556,2144.62,413.23,1277.33
-90.807758,29.790726,202.7,139.85,1161.91,202.52,345.68
-92.169593,31.599941,463.8,17.227778,143.08,28.46,30.74
-92.798543,32.576208,239.4,64.388889,519.7,87,436.4
-90.610033,30.280684,196.7,89.388889,870.39,154.93,84.15
-91.326504,32.366914,429.9,9.166667,85.01,15.78,73.89
-92.001818,32.857422,292.7,39.902778,414.77,73.94,378.46
-93.288729,31.818144,398.2,49.558333,472.74,98.27,357.48
-90.001377,30.017143,1484.5,2240.949603,8456.19,1561.31,8985.64
-92.123243,32.520373,505.1,261.861111,2002.4,400.4,1594.72
-90.028928,29.81959,284.5,40.613889,412.43,67.98,235.54
-91.690927,30.809623,321.7,27,260.69,42.44,153.26
-92.204802,31.381002,499.2,190.297222,1498.92,298.01,986.11
-93.34176,32.102665,214.9,9.677778,105.89,21.77,80.03
-91.858688,32.289284,286.7,26.291667,252.68,68.67,180.59
-93.416148,31.436445,110.1,29.055556,352.76,81.36,115.97
-90.003771,29.958383,495.5,123.472222,814.23,184.42,356.7
-90.383137,29.958526,250.2,76.708333,659.2,97.24,386.81
-90.710348,30.732924,278.4,7.441667,104.6,22.87,97.77
-90.703477,30.050851,465.5,36.194444,369.25,68.24,376.11
-90.485199,30.085789,510.7,74.430556,560.4,125.25,610.21
-92.074388,30.541524,485.2,109.825,879.18,170.63,645.52
-91.629118,30.225903,253.1,58.375,557.9,114.62,317.01
-91.470618,29.628605,231.1,100.230556,705.1,105.79,421.4
-89.795219,30.227355,223.5,298.525,2167.21,345.08,521.09
-90.473155,30.51021,402.4,121.447222,1037.91,200.21,665.73
-90.744996,29.630712,228.5,129.488889,1062.17,236.03,405.78
-92.227456,32.744161,165.8,27.430556,300.06,59.07,149.01
-92.123169,29.968714,210.7,68.955556,613.81,115.46,170.18
-93.446256,31.054154,157.3,44.241667,482.42,86.19,147.58
-89.886056,30.791117,549.4,62.111111,557.01,133.21,368.34
-93.408545,32.845157,202.2,63.516667,560.35,100.92,410.97
-91.278686,30.383193,540.2,30.541667,254.56,44.32,217.59
-91.391628,32.928987,119.8,11.544444,145.53,41.69,49.83
-91.404981,30.896862,888.6,8.666667,88.39,14.55,86.28
-92.784661,31.892092,218.4,5.95,88.18,20.4,35.25
-70.199449,44.083502,157.4,215.236111,1432.63,217.93,78.76
-68.431757,46.649841,66.7,100.730556,907.68,155.84,16.97
-70.262803,43.660326,236.9,669.444444,3401.35,401.25,236.74
-70.652298,44.943021,87.4,44.130556,400.82,85.3,1.12
-68.668471,44.214072,139.9,100.344444,831.92,170.22,10.78
-69.637609,44.572054,137.1,206.236111,1585.2,234,25.7
-69.23149,44.122526,88.7,71.030556,507.2,94.24,3.43
-69.46854,43.956593,68.6,57.213889,460,85.1,3.54
-70.488325,44.244513,69,99.402778,855.29,155.08,6.52
-68.71339,44.840689,85.8,252.652778,1998.5,362.18,33.42
-68.9412,45.368799,47.1,25.611111,246.83,54.87,2.35
-69.870556,43.727935,86.2,54.661111,408.28,54.48,6.24
-69.404132,44.975048,83.7,82.986111,752.43,145.56,8.69
-69.018688,44.316451,112.5,43.516667,405.65,89.46,4.17
-67.588212,44.65168,110.6,53.777778,453.91,113.47,6.75
-70.785991,43.148848,133.5,268.628571,2058.26,265.75,33.87
-78.809909,39.651968,260.1,231.430555,1122.83,112.46,146.7
-76.601381,39.212589,290,960.816667,5169.1,451.75,1519.3
-76.614816,39.438754,486.3,2275.477778,11078.29,1058.25,5542.7
-76.574154,38.557713,161.5,107.555556,908.33,65.63,217.42
-75.877214,38.961861,251.3,52.027778,458.2,49.9,125.1
-76.979212,39.616033,108.8,244.561111,1924.15,113.21,132.87
-75.835586,39.608944,169.1,132.475,947.98,80.9,120.15
-76.884275,38.602869,472.4,180.027778,1490.36,111.9,1265.13
-76.02112,38.387743,546.5,45.055556,421.72,45.09,221.6
-77.440833,39.379738,219.7,524.694445,3084.43,262.66,535.76
-79.212994,39.440433,67,39.361111,349.25,47.33,6.03
-76.306373,39.48243,242.3,489.602778,2902.39,189.84,703.53
-76.925801,39.19507,242.3,557.422222,2806.57,201.11,1020.26
-76.070932,39.227646,219.8,30.961111,260.87,24.68,75.19
-77.28375,39.182814,446.4,2710.186111,11132.67,1477.99,3705.79
-76.910616,38.966501,1052.4,2426.736111,11332.03,2180.07,13878.15
-76.076493,39.077115,122.6,66.777778,552.03,58.69,72.08
-76.760934,38.277273,153.8,99.147222,837.78,84.57,248.27
-75.743453,38.229413,450.3,31.544444,325.07,40.5,178.95
-76.18374,38.728758,234.4,62.25,473.16,38.01,100.11
-77.720829,39.646624,356.5,220.125,1594.24,193.9,282.12
-75.556539,38.357459,319.4,141.422222,998.87,131.78,542.99
-75.085894,38.348629,191.3,119.847222,755.04,79.43,182.25
-76.55772,39.324799,2022.2,2821.238492,10403.2,1320.81,12392.18
-70.503019,41.762826,405.6,485.580556,2822.75,176.61,157.24
-73.120454,42.621279,175.8,301.586905,1797.4,97.33,94.35
-70.93348,41.669124,285.1,1439.809524,6393.9,389.21,593.72
-70.721652,41.393003,301.7,45.977778,202.65,21.06,19.01
-71.155728,42.714975,288.1,1958.669444,8395.29,518.33,733.43
-72.560585,42.596701,145.3,139.011111,923.4,39.15,28.31
-72.625417,42.207721,495.8,1167.641667,5316.77,339.56,941.39
-72.639786,42.318177,133.7,319.852778,1916.23,76.11,89.89
-71.122608,42.400037,286.2,3898.125794,16153.69,806.81,1713.86
-70.105022,41.284971,219.3,56.916667,192.69,15.19,26.95
-71.220123,42.234155,231.2,1506.189683,6756.14,239.82,903.29
-70.951575,42.136896,242.5,904.519841,5103.23,222.32,1089.34
-71.057267,42.352423,803.6,2851.120833,9788.94,702.54,4183.39
-71.688496,42.427842,282.1,1682.75,8646.13,450.92,908.63
-86.890996,46.423967,147.2,18.527778,133.33,24.81,23.69
-86.148943,42.763004,128.5,125.480556,1204.46,114.05,33.83
-83.73843,45.014894,44.5,60.419444,458.59,46.5,5.6
-84.958682,44.911667,77.8,39.930556,351.8,42.79,2.86
-83.721419,44.044372,38.3,22.6,247.16,30.27,2.08
-88.476776,46.599481,96,11.388889,89.62,10.86,18.33
-85.366869,42.507814,42.3,53.338889,543.22,47.07,8.69
-83.989954,43.628257,93.4,200.438889,1324.86,140.18,56.43
-86.216166,44.643018,57.8,32.652778,253.98,23.98,1.42
-86.375091,42.191121,171.7,303.205556,2448.47,344.79,809.25
-84.985336,41.941771,52.3,65.888889,590.69,118.97,19.31
-84.891442,42.378024,171.9,245.758333,1981.05,230.68,482.27
-86.020289,41.785273,36,49.491667,550.62,66.86,53.51
-85.547837,45.683871,48,77.5,605.69,81.06,5.68
-84.351342,45.553989,75.3,43.333333,399.24,60.14,5.48
-83.713785,45.999325,86,65.597222,476.67,64.55,31.02
-85.048436,43.842619,135.8,47.208333,453.96,92.44,5.47
-84.425724,43.07417,65.3,138.569444,1109.49,91.2,44.02
-86.620045,45.89522,71.3,71.222222,551.89,69.51,4.07
-84.624631,42.74778,94.6,190.597222,1426.05,131.38,190.95
-85.001523,45.361258,41.3,54.541667,406.14,56.11,8.19
-83.714467,43.200308,167.1,1088.066667,6546.31,726.4,3015.61
-84.490254,43.970232,54.4,33.388889,393.67,69.72,1.82
-90.060095,46.588541,81.1,42.236111,327.61,51.12,26.8
-85.610201,44.751289,99.9,134.930556,814.83,100.74,16.07
-84.59246,43.415042,85.4,49.916667,459.33,40.25,12.86
-84.620561,41.928645,51.7,57.780556,600.86,79.77,8.19
-88.399533,47.160232,49,65.944444,476.19,64.2,5.92
-82.992225,43.804653,26.1,51.555556,456.13,51.25,3.56
-84.458505,42.726905,180.7,792.630556,3639.42,416.38,907.75
-85.220773,43.093269,124.4,65.197222,595.26,75.14,28.08
-83.359378,44.488184,49.5,50.388889,452.61,62.3,5.63
-88.754642,46.248647,71.9,29.5,253.03,32.77,2.73
-84.774443,43.593606,70.4,100.513889,766.18,122.68,41.91
-84.400874,42.237526,175.5,234.224603,1860.62,225.2,355.89
-85.58621,42.178153,172.9,388.867063,2907.01,319.33,746.03
-84.968309,44.811884,78.2,22.541667,244.33,46.55,4.14
-85.671984,42.909788,189,1315.986111,6481.9,800.5,1334.97
-85.696339,44.038722,163.9,17.791667,195.03,24.53,30.45
-83.043337,42.920722,71.3,108.416667,1151.38,169.89,7.43
-85.663327,44.965353,25.9,35.819444,301.76,26.97,3.82
-84.017079,41.902047,89.1,136.316667,1147.72,138.32,46.35
-83.835726,42.615871,58.2,365.888889,3037.88,218.35,39.77
-85.603214,46.492497,126,12.791667,85.49,9.72,9.81
-84.340554,46.004201,114,30.763889,244.34,47.45,14.55
-82.924783,42.505936,167,1616.120238,10867.34,1168.87,2771.51
-85.961572,44.440603,82.6,55.25,435.09,54.26,20.7
-87.95088,46.495492,68.6,174.444444,1198.92,100.92,38.89
-86.434871,43.946992,75.9,46.219444,399.7,49.46,7.5
-85.480545,43.686235,63.3,58.805556,500.34,68.27,22.84
-87.623407,45.118292,50,36.527778,294.36,26.51,1.93
-84.329882,43.611959,52.1,107.208333,959.53,86.99,25.38
-85.080484,44.429045,39.5,20.402778,195.47,33.94,2.53
-83.478981,42.043261,77.9,217.744444,1914.21,172.76,97.18
-84.943313,43.172143,70.5,65.513889,637.51,104.43,22.6
-84.026077,45.125593,119.9,11.333333,152.04,22.7,0.74
-86.287336,43.27683,128.6,278.991667,2121.62,221.09,709.95
-85.722778,43.555937,72.5,55.805556,547.77,68.88,13.63
-83.182894,42.673069,198.2,2594.189683,17120.1,1481.52,4801.74
-86.338091,43.688314,26.8,35.808333,339.86,57.5,7.5
-84.185537,44.28256,71.3,33.305556,346.93,43.16,1.78
-85.507515,43.857971,80.6,26.95,296.61,56.69,6.43
-84.245485,44.670467,97.6,15.166667,145.84,42.22,1.87
-84.512909,45.110747,56.9,31.277778,299.18,41.4,3.2
-86.204616,42.829548,55.2,334.086111,2668.27,188.21,68.67
-84.737002,44.31612,60.4,46.583333,402.84,49.85,2.43
-83.986957,43.435316,157.2,361.85,2884.55,277.1,1276.87
-82.433186,42.992721,49,298.747222,2457.09,240.44,104.86
-85.403465,41.812925,51.6,90.581349,857.25,134,52.2
-82.906197,43.615023,65.4,51.175,554.99,98.55,4.97
-86.075788,46.246565,70.4,16.833333,152.73,18.21,1.24
-84.318772,42.818837,82.4,100.847222,861.4,89.67,12.77
-83.246274,43.4619,33.2,58.472222,645.39,67.89,13.45
-85.826663,42.231602,99.7,82.436508,759.31,127.75,70.34
-83.553415,42.232941,180.5,957.288889,4845.42,352.96,1232.68
-83.3038,42.359434,477.2,5700.759127,28305.07,3566.45,23957.84
-85.393249,44.239878,78.3,51.861111,400.01,53.35,6.82
-93.238345,45.323249,142.6,753.366667,4144.32,337.48,533.18
-95.847293,46.797945,45.5,55.875,499.84,63.26,4.44
-94.91831,48.212172,67.7,55.116667,500.41,86.49,13.84
-94.163102,45.605846,75,52.95,445.36,33.19,27.68
-93.994277,44.137528,75.7,117.277778,788.87,65.76,59.98
-94.733856,44.34248,52.1,59.847222,352.61,23.17,5.54
-92.608664,46.715001,72.4,39.402778,338.33,30.87,10.83
-93.535629,44.884044,68.8,135.916667,962.17,48.9,32
-93.922628,47.079583,39.6,51.972222,489.1,71.39,4.46
-95.740061,44.954074,51.7,26,201.1,26.49,2.52
-92.848222,45.397795,44.2,60.791667,482.26,37.65,11.43
-96.691349,46.876974,75.8,134.122222,655.54,57.64,41.68
-95.446084,47.546438,82.2,13.652778,146.56,25.55,0.57
-95.285423,43.935864,97.4,22.958333,200.33,21.81,3.65
-94.283046,46.364486,43.3,103.372222,798.45,76.47,10.5
-93.196703,44.744153,136.3,947.711111,4803.48,350.42,634.69
-92.746785,44.024716,29,38.111111,246.76,23.61,1.97
-95.338581,45.884235,40.4,59.111111,449.01,27.01,2.93
-94.094162,43.639888,69.1,35.958333,297.4,29.16,1.25
-92.24639,43.771814,34.6,39.805556,298.11,57.59,2.9
-93.523501,43.589608,42.8,64.194444,498.85,52.27,10.43
-92.549982,44.552211,46,66.894444,501.75,48.57,11.43
-96.033955,45.873122,139.9,13.138889,98.77,9.81,0.59
-93.235004,44.982607,426.2,3791.496825,15078.03,1557.34,4165.62
-91.496222,43.578928,38,35.722222,249.7,24.35,6.7
-94.918646,47.32352,43.6,36.916667,344.11,37.32,3.89
-93.440907,45.498731,56.4,46.319444,395.36,33.5,3.78
-93.349946,47.632915,36.1,56.488889,539.01,60.49,5.65
-95.189152,43.575699,120.1,20.763889,194.64,14.35,1.61
-93.231583,46.054145,57.4,19.305556,197.94,22.03,0.92
-95.043402,45.120145,53.4,80.111111,595.9,79.82,56.55
-93.396586,48.572963,0,25.777778,200.36,13.29,2.24
-91.448219,47.651384,54.4,19.516667,147.75,13.87,1.95
-93.62651,44.238183,53.9,35.416667,300.21,35.01,5.53
-96.272115,44.260627,106.8,12.722222,99.23,9.7,0.87
-95.613645,44.238881,67.5,49.916667,350.84,41.41,19.46
-94.137154,44.932628,89.6,43.786111,349.16,32.32,4.7
-94.548701,43.715806,78.4,31.458333,248.28,30.56,2.99
-94.533712,45.140729,62.4,34.388889,292.56,29.59,3.12
-93.640138,45.611937,78.2,42.694444,345.47,42.43,3.32
-94.472634,46.086861,43.2,45.308333,395.83,40.82,3.37
-92.981004,43.658277,170.6,76.719444,549.08,68.01,36.25
-95.87149,43.92372,0,15.333333,149.6,11.65,1.03
-94.111673,44.333711,51.8,46.208333,348.24,22.93,17.05
-95.629768,43.618301,174.9,35.905556,289,45.97,20.1
-92.492692,43.854726,155.2,260.555556,1699.84,133.91,210.97
-95.365527,46.352298,36.4,93.1,833.59,75.76,23.37
-96.196745,48.109178,76.6,30.944444,249.99,12.54,5.22
-92.603084,46.060633,94.1,45.666667,374.5,45.23,16.05
-96.30375,43.996228,67.4,26.111111,207.06,30.31,5.61
-96.688054,47.678925,89.2,76.402778,490.69,35.46,17.49
-95.248718,45.604691,73.6,21.944444,196.94,14.86,1.63
-93.110859,44.952925,298.8,1802.081746,6916.72,715.63,1721.86
-94.991086,44.408363,40.1,39.083333,296.86,40.9,4.4
-95.04611,44.761626,82.4,33,294.73,31.13,2.06
-93.172197,44.437015,109.3,100.091667,642.17,67.64,64.61
-95.443883,48.726788,0,17.708333,151.11,10.29,5.64
-92.064283,46.739905,79.4,621.375,3190.47,255.92,117.9
-93.3784,44.754281,102.7,180.586111,1059.34,81.26,89.4
-93.601027,45.306346,81.8,64.119444,533.43,30.57,28.52
-94.504047,44.56822,56.1,21.563889,196.35,19.2,4.45
-94.176972,45.516287,71.6,212.022222,1433.39,112.07,181.6
-93.211432,44.109672,33,53.597222,403.52,25.66,22.81
-95.377625,45.27621,0,26.569444,197.58,17.27,7.02
-92.167582,44.1661,43.9,47.416667,298.37,30.33,3.17
-95.098587,46.419092,53.8,16.590278,152.42,20.7,1.71
-93.493533,44.087561,57.9,32.416667,257.54,16.95,10.96
-92.959349,44.956115,96.3,411.141667,2442.4,142.06,196.56
-91.540831,43.921728,58.7,76.783333,506.92,61.35,12.5
-93.874679,45.163131,71.7,109.091667,842.97,57.76,19.95
-91.2594,31.478343,459.7,56.502778,457.3,126.73,567.44
-88.621295,34.806456,141.2,37.038889,353.82,95.78,80.87
-90.942763,31.259192,275.8,9.758333,155.01,39.78,127.47
-89.661131,33.167535,281.4,28.708333,314.26,63.52,245.25
-89.196563,34.676497,341.1,7.316667,101.2,32.43,58.18
-90.718925,33.729042,493,47.752778,426.16,121.37,570.21
-89.305054,33.855925,165.8,25.805556,264.63,62.57,153.73
-89.945513,33.581565,345.9,7.141667,99.29,15.77,67.85
-88.998031,33.907352,278.9,18.658333,207.03,48.09,175
-89.262036,33.433837,158.2,15.013889,149.81,25.33,94.25
-90.884197,32.028658,407.3,5.777778,106.73,30.06,171.78
-88.80933,32.132647,427.8,16.194444,214.79,33.96,156.46
-88.654323,33.609521,319.4,27.611111,265.12,59.98,311.16
-90.527859,34.115194,955.4,44.919444,376.36,88.8,531.56
-90.279677,31.789843,471.3,19.086111,256.76,64.09,228.41
-89.564501,31.639997,333.9,20.708333,205.82,57.24,169.73
-90.014968,34.991083,273.9,210.416667,1716.74,312.41,933.85
-89.341412,31.34196,643,130.841667,875.18,240.65,692.5
-91.038958,31.477689,215.8,7.566667,104.67,19.14,82.7
-88.724415,30.806441,167.7,23.694444,247.73,90.86,48.5
-88.639266,31.300355,655.3,8.75,86.6,31.84,45.66
-89.947065,33.769102,447.8,23.569444,211.51,40.75,163.49
-89.343521,30.308362,192.2,40.145833,362.85,91.09,54.01
-89.084905,30.382411,386.6,302.730556,2192.29,672.92,1126.06
-90.567355,32.352446,1228.4,612.275,3336.15,857.07,4795.37
-90.048086,33.198831,479.2,21.927778,261.83,82.43,419.65
-90.456141,33.210274,364.8,15.166667,158.65,45.6,222.32
-88.314425,34.386917,242.9,21.486111,249.91,52.8,44.03
-88.591723,30.394195,232.8,162.566667,1324.3,359.16,672.09
-89.028195,31.924126,415.5,16.638889,205.8,50.28,223.79
-91.065491,31.708418,306.7,2.666667,53.11,16.73,84.66
-89.681078,31.502857,327.1,9.947222,156.76,43.23,181.33
-89.010618,31.677208,298.6,75.688889,662.24,145.61,412.82
-88.519126,32.754531,199,7.208333,97.88,23.28,119.35
-89.544587,34.363608,227.8,57.286111,524.47,89.59,252.48
-89.378573,31.327,95.5,48.933333,412.19,108.06,164.37
-88.709217,32.385393,419.5,122.013889,910.98,204.83,950.32
-90.029804,31.599966,403.9,11.388889,153.25,36.68,94.93
-89.642187,32.823795,311.6,14.952778,197.75,66.5,161.82
-88.747584,34.276867,276,110.788889,949.02,212.12,580.94
-90.371457,33.419432,595.1,52.416667,420.9,111.3,572.06
-90.445342,31.597225,210.8,28.191667,315.84,89.57,208.23
-88.401414,33.514464,319.4,81.427778,686.95,159.88,658.13
-89.893596,32.641291,310,134.477778,1045.58,148.19,779.26
-89.7269,31.145006,341.3,27.883333,312.48,89.1,208.25
-89.44916,34.654376,279.5,28.825,304.43,80.76,319.65
-88.600724,33.779298,171.7,49.791667,470.78,91.64,328.59
-89.745951,33.495329,366.7,14.311111,157.95,26.75,125.16
-89.112884,32.78703,247.2,33.091667,366.62,83.62,162.47
-89.092169,32.296028,237.7,20.338889,264.2,51.92,158.33
-88.564067,33.119215,398.1,15.483333,159.98,42.74,220.75
-88.82863,33.458127,155.5,47.986111,405.53,74.33,308.47
-89.910792,34.444658,274.7,30.733333,306.1,78.52,293.1
-89.649289,30.86149,243.4,48.986111,457.86,125.17,125.74
-88.967526,31.370407,237.7,12.888889,153.9,42.06,60.07
-90.391788,31.142683,436.7,46.781746,420.94,106.7,424.54
-89.159714,34.304314,106.8,22.972222,310.23,95.89,95.11
-88.568,34.657043,85.8,26.769444,253.52,61.4,75.43
-90.282457,34.251296,368.2,17.316667,160.34,51.3,225.12
-89.970442,32.282186,298.9,165.638889,1311.89,240.14,434.44
-89.658604,32.348596,389.6,27.752778,301.62,105.77,233.77
-90.053049,31.970483,271.9,23.9375,259.76,70.9,192.25
-89.572068,31.917528,150.3,10.586111,153.33,42.47,69.44
-89.134584,30.8522,246.5,15.611111,146.35,38.77,60.08
-90.642725,33.458948,748.4,37.069444,296.64,83.62,424.45
-90.05808,34.020195,267.8,20.555556,187.1,52.13,226.34
-90.099988,34.692079,159.5,22.111111,259.2,61.73,153.17
-88.909567,34.660484,147.8,19.041667,209.15,46.74,86.59
-88.234543,34.584891,66.9,20.438889,204.32,56.17,10.67
-90.373081,34.64864,965.8,12.5,107.41,29.92,157.05
-89.147091,34.538048,114.6,24.722222,305.63,66.09,94.61
-90.155149,31.237842,232.4,16.033333,154.15,47.25,137.36
-90.817973,32.476949,431.3,55.111111,528.23,123.91,507.12
-90.831874,33.299338,581.9,129.355556,901.68,275.72,1283.38
-88.561609,31.735809,162.4,17.541667,201.7,36.91,160.31
-89.130935,33.637387,136.1,16.416667,153.03,33.46,75.66
-91.410474,31.131867,313,9.044444,91.14,26.6,140.71
-89.195726,33.046456,276.3,22.583333,256.73,65.02,232.11
-89.600343,33.997931,294.2,13.872222,154.7,38.13,118.56
-90.218532,32.88064,446.9,31.091667,264.66,75.89,355.21
-92.580608,40.185169,206.5,52.444444,362.87,59.43,19
-94.726341,40.018919,175.5,20.602778,198.51,25.35,4.14
-91.494059,39.305959,147.8,44.355556,371.08,74.86,38.74
-93.926021,36.825293,166.5,37.705556,349.87,96.26,1.46
-94.454629,37.507621,102,16.333333,150.67,35.32,0.82
-94.336321,38.260423,161.6,23.777778,203.56,37.55,5.82
-93.216226,38.159419,233.7,33.708333,300.48,74.8,1.33
-90.064697,37.174303,145.4,12.125,151.77,34.52,1.1
-92.315646,38.955674,152.5,223.736111,1475.33,220.73,271.69
-94.852158,39.771319,183.3,212.730556,1245.13,272.33,128.34
-90.258076,36.639452,138.2,65.125,510,125.81,70.15
-94.092213,39.655046,211.3,11.986111,100.17,17.49,0.94
-91.763399,38.831226,204.5,45.330556,395.31,76.16,33.77
-92.963326,38.14508,103.4,68.355556,514.55,119.95,7.9
-89.669083,37.524052,103.2,116.788889,819.28,145.86,158.15
-93.354627,39.437731,81.9,16.652778,151.77,33.65,4.85
-94.345887,38.793457,109.1,137.902778,1015.92,159.74,66.69
-93.850953,37.734046,84.5,16.933333,150.25,44.73,0.18
-93.318549,37.007373,89,89.888889,717.23,117.35,11.38
-94.539371,39.202503,195,402.347222,2242,361.83,289.62
-94.277656,39.588211,104.9,24.655556,201.61,29.03,6.82
-92.179536,38.563013,191.6,101.160714,746.06,136.06,193.83
-92.919531,38.848075,242,32.622222,232.91,50.8,31.41
-91.416415,38.163231,119.4,31.25,303.82,92.38,2.2
-93.94138,37.426599,108.3,10.108333,97.64,27.68,0.67
-93.020696,37.548731,134.7,14.272222,153.61,49.19,0.29
-94.004786,40.028641,146.9,10.888889,98.87,34.08,1.41
-94.312608,39.914622,86.5,11.166667,81.39,14.88,13.46
-91.516199,37.641556,298.1,27.222222,200.45,57.49,2.2
-92.721633,36.935413,214.2,13.027778,150.44,47.45,0.68
-90.10412,36.535338,96.9,60.930556,467.81,144.95,61.85
-91.217846,38.335397,80.3,108.536111,850.14,138.64,11.89
-91.511576,38.630649,71.7,28.986111,248.11,33.48,3.14
-93.311991,37.116042,241.5,500.497222,3180.76,733.28,219
-93.625603,38.403534,75.6,35.288889,304.99,71.84,6.54
-95.24488,40.17645,0,17.833333,151.99,24.83,2.97
-91.892325,36.745978,36.1,47.763889,409.43,110.33,1.74
-90.656851,37.393757,183.8,20.222222,202.27,46.08,4.89
-94.395218,38.898686,499.2,2203.469444,9968.81,2398.62,5529.3
-94.522937,37.069722,186.6,169.283333,1129.6,294.86,45.47
-90.426098,38.486427,97.4,291.730556,2117.48,345.87,35.87
-93.746745,38.767795,98.8,55.275,431.82,84.57,40
-92.750459,37.72436,37.3,34.736111,306.55,63.73,4.66
-93.785363,39.144118,36.5,42.671825,351,58.19,12.94
-93.703755,36.973455,70,46.991667,355.98,94.42,3.01
-91.808088,40.167284,60.5,23.111111,198.22,38.16,18.07
-90.915948,38.914786,85.1,40.072222,352.04,56.99,13.42
-93.56653,39.787354,94.6,36.888889,273.13,62.54,13.36
-94.398102,36.634934,106.8,19.258333,195.23,74.7,7.02
-92.472542,39.736201,63.1,30.583333,247.83,54.81,11.67
-92.003344,38.215224,119.5,13.277778,148.61,37.06,0.93
-91.394844,39.695639,75.7,44.75,315.03,42.33,21.41
-92.634558,38.282451,47,28.402778,251.55,52.06,1.16
-89.282648,36.736061,373.5,25.75,180.46,57.5,85.85
-92.500989,38.717554,145.8,23.722222,188.63,62.4,10.2
-92.185143,39.503452,219,9.708333,100.58,24.72,3.8
-91.335696,38.937754,62,20.597222,200.75,36.84,5.81
-89.589873,36.795903,134,25.708333,211.34,65.27,77.97
-94.570495,36.830669,22.7,72.597222,605.87,153.91,12.67
-94.744291,40.315847,35.6,32.202778,247.93,51.39,9.68
