X,Y,Rate_per_100000,Walkability,PopulationFemale,NoHealthInsurance,X.Black
-84.521952,32.435374,166.5,8.111111,104.29,21.25,62.85
-84.697547,33.023118,307.4,19.455556,205.83,52.29,168.65
-84.823151,31.146019,379.6,15.583333,155.94,47.6,91.66
-84.32413,31.134268,502.3,25.527778,247.76,87.86,238.21
-83.85633,33.100837,197.8,25.277778,249.1,62.01,119.72
-82.548009,32.173424,229.4,14.555556,151.41,41.1,58.29
-83.604539,33.609809,221.9,23.75,254.33,56.25,87.03
-84.695003,34.7285,117.5,31.208333,406.32,115.66,6.63
-84.969623,32.480453,699.2,403.444444,2703.26,729.88,2699.6
-83.869408,33.613691,429.8,78.805556,676.08,169.69,540.4
-83.391821,33.858036,72.4,35.652778,306.46,41.97,29.11
-82.95428,33.953992,138.7,15.083333,201.3,50.54,75.54
-84.744537,33.908161,160.7,114.491667,969.92,219.55,361.41
-83.86182,32.495698,572,34.458333,305.72,83.06,268.07
-84.515379,34.518365,99.3,32.402778,303.2,62.81,5.65
-82.106129,31.3754,142.9,18.541667,194.25,64.97,34.81
-84.438663,33.164295,87.3,19.083333,203.66,50.22,31.29
-85.345863,34.001733,208.7,39.586111,355.01,109.22,85.32
-83.514513,32.180282,235,15.833333,171.48,47.71,109.53
-83.430186,33.328136,163,24.93254,253.89,71.98,117.13
-83.520491,34.813371,144.9,30.152778,250.55,91.54,12.93
-84.681649,31.798877,722.9,8.7,105.07,26.83,111.59
-81.957697,33.465915,886.6,346.016667,2437.62,689.18,2655.41
-84.016724,33.564745,545.3,87.875,787.34,210.54,777.46
-84.308535,32.200534,158.6,8.75,100.3,29.83,48
-81.601903,32.899219,397,23.583333,255.8,67.98,205.18
-84.806061,30.927856,346.5,13,157.78,48.01,94.74
-84.174813,33.219149,392.3,76.822222,615.22,177.36,422.07
-83.332457,34.618423,229.2,34.058333,271.59,70.42,68.66
-84.695331,32.085984,1177.8,7.166667,76.03,32.49,109.44
-84.249919,31.992979,536.4,44.958333,368.53,92.23,339.8
-84.48789,32.701207,420.6,9.583333,154.58,44.56,170.98
-82.121889,32.23241,424.8,23.625,223.64,72.68,134.74
-84.290981,32.504556,475.9,12,155.88,51.8,97.74
-82.887829,31.8744,590.5,14.538889,140.9,32.11,97.88
-84.355617,31.686259,657,20.597222,211.07,62.27,212.53
-84.028928,30.963908,469.1,57.511111,580.23,170.09,383.2
-83.48947,31.439084,533.1,59.833333,464.05,155.38,224.98
-82.384811,32.189247,403,35.158333,316.85,108.03,142.31
-83.743559,34.872842,64.2,18.416667,158.69,35.61,4.3
-82.612531,32.370932,436.3,6.3,48.62,15.31,35.73
-85.040605,33.028956,303.6,87.041667,727.47,160.71,493.78
-83.70647,31.726576,708.7,9.475,103.71,28.59,73.14
-83.441433,32.596382,227,7.416667,101.7,18.88,87.2
-83.924418,34.873824,154.5,29.75,308.85,75.13,3.83
-84.438397,32.90361,317,32.988889,360.13,81.34,186.8
-85.347261,34.853083,197.6,65.572222,653.2,159.56,55.68
-83.892219,33.801118,315.3,85.083333,769.26,170.75,250.89
-82.360108,31.224913,590.8,63.183333,462.8,141.18,319.95
-82.720059,33.430554,445.1,8.611111,106.78,25.9,122.06
-82.652052,32.908862,267.8,26.361111,247.54,54.09,252.56
-82.02779,31.714561,373.9,32.502778,299.94,89.31,104.69
-82.668503,32.11618,418,7.277778,74.55,40.38,78.84
-83.810681,34.655136,79.3,29.138889,252.63,56.93,5.59
-84.987039,34.747966,176.4,100.211111,854.37,287.47,63.89
-83.31095,31.96145,658.5,16.5,180.86,68.57,120.26
-82.682509,33.682436,263.9,18.683333,204.78,62.15,151.26
-83.186223,32.859375,159.2,14.25,154.76,31.27,115.75
-83.891261,31.385674,369.5,21.527778,255,95.98,123.53
-116.295789,43.33301,39.3,682.361111,2949.95,511.22,80.45
-112.446333,42.903045,29.3,158.45,1102.07,215.15,17.27
-111.192643,42.257015,0,11.138889,101.46,11.34,1.76
-112.701386,43.258067,30,43.330556,398.18,91.02,2.17
-114.082055,43.590593,35.5,39.458333,190.51,48.41,2.89
-116.235812,48.168492,35.4,54.125,445.17,96.57,2.11
-112.030107,43.49119,16.1,162.483333,1051.11,181.81,10.55
-116.685152,43.658336,33.1,281,1465.35,430.36,10.25
-111.865817,42.706552,0,9.883333,96.63,15.96,0
-115.628184,46.68261,76.2,10.154167,90.31,23.23,1.16
-115.869518,43.073931,45.2,34.188889,237.12,62.1,14.37
-111.507059,44.289165,0,15.72619,146.92,28.97,0.43
-116.366454,44.093462,32.7,20.738889,150.76,50.35,0.34
-114.754786,42.763027,56.6,13.079365,97.44,32.22,0.17
-114.14192,42.673504,26.1,33.097222,250.61,97,1.29
-116.530589,47.621065,30.2,198.594444,1264.27,246.48,8.92
-116.791712,46.953444,37.2,45.369444,341.27,47.51,6.83
-116.850441,46.124353,23.3,67.752778,456.19,89.66,4
-116.099342,47.508649,45.6,16.080159,150.66,43.37,0.95
-114.469287,42.556853,20,102.061111,709.21,170.18,8.7
-115.46694,44.7186,0,17.694444,145.27,32.77,0.22
-117.060986,44.426915,0,18.958333,153.8,46.04,0.44
-91.385655,39.941739,76.7,137.052778,917.56,95.53,90.67
-89.171197,36.988689,306.9,7.972222,105.68,17.17,30.65
-89.538264,38.9239,97.8,21.413889,197.95,24.78,22.47
-88.850468,42.244078,47.2,44.236111,352.33,46.43,12.7
-90.750229,39.961493,119.5,3.388889,50.58,5.79,0
-89.195936,41.371139,68.1,58.916667,507.66,46.64,9.69
-90.005863,41.967974,48.4,37.472222,298.78,35.61,8.76
-88.212131,40.10474,209.4,506.863889,2143.69,184.6,617.16
-89.074506,39.383256,97,63.955556,497.8,44.17,11.04
-87.694088,39.334188,77,21.746032,201.71,17.4,2.25
-88.476551,38.67039,54.4,19.861111,196.45,26.3,3.46
-89.314555,38.530417,100.6,47.425,385.63,31.69,20.04
-88.374644,39.467577,97,83.091667,618.87,71.87,43.62
-87.728134,42.027956,593.4,17993.81349,67172.65,11369.78,36943.38
-87.740775,38.997992,174.8,36.736111,294.55,37.1,31.62
-88.095093,39.256216,66.5,14.666667,147.39,16.38,0.25
-88.769716,41.934209,85.4,147.697222,1062.5,114.81,149.43
-88.20621,39.827311,31.1,30.630556,253.44,64.85,3.66
-88.091069,41.930012,98.2,2256.186111,10933.85,1113.44,993.4
-87.732004,39.546876,60.9,28.336111,253.96,25.23,1.46
-88.557128,39.151075,35.4,52.416667,403.66,38.3,5.34
-88.860435,39.107333,93.3,36.416667,336.46,56.17,21.85
-88.183974,40.814705,73.2,28.402778,248.65,27.94,4.04
-88.91655,37.97842,89.1,72.663889,608.75,75.38,10.22
-90.007137,40.698775,148.6,71.880556,583.16,77.04,30.19
-88.226356,37.691987,119.8,9.138889,102.59,6.03,0.96
-90.514049,39.344592,45.5,26.486111,250.15,29.65,5.89
-88.290985,41.171726,30.8,65.352778,491.04,38.56,11.34
-88.551903,38.097404,0,15.027778,150.74,16,1.14
-89.931164,41.238755,45.9,71.137698,603.71,56.15,20.39
-88.036505,40.622603,65.1,52.213889,459.22,52.34,7.45
-89.488993,37.729334,101.4,92.211111,709.42,98.21,218.06
-88.933509,38.335128,129.8,66.588889,546.13,68.64,116.64
-90.31865,38.989315,43,23.013889,252.09,23.27,1.55
-90.427422,42.412152,32.4,35.858333,298.83,29.54,3.26
-88.768486,37.399695,194.6,12.666667,163.25,11.68,0.74
-88.324859,42.046982,90.4,862.069444,4048.75,723.77,494.18
-87.863454,41.185147,171.2,193.947222,1478.59,166.38,567.12
-88.360356,41.704336,41.4,69.855556,504.11,48.99,65.01
-90.341886,40.956556,173.7,102.05,801.9,79.63,140.18
-87.975773,42.162056,142.5,1534.919444,7605.6,1029.51,1093.64
-88.841841,41.113583,74.6,200.636111,1404.18,124.1,55.86
-87.768507,38.640324,44.3,31.908333,241.68,38.71,26.46
-89.112126,41.685775,75,51.966667,432.57,33.03,30.62
-88.610295,40.894535,179,61.180556,493,52.67,34.36
-89.48705,40.236475,185.9,52.486111,405.86,35,41.31
-90.655321,40.479483,76.4,54.891667,505.4,44.97,50.89
-88.361705,42.173566,51.8,444.025,2609.25,278.79,77.15
-88.983639,40.478781,135.6,444.366667,2099.73,176.28,342.05
-88.968358,39.862027,177.5,236.058333,1785.57,171.88,593.41
-89.788906,39.011815,75.2,81.225,656.25,56.75,10.95
-89.940141,38.797562,94.6,451.158333,3142.11,314.5,655.33
-88.829014,38.551665,51.6,77.522222,606.86,79.19,43.85
-89.700864,40.192387,61.1,30.9,304.95,23.65,3.9
-89.705218,40.045184,134.9,15.255556,153.66,8.56,1.73
-90.748827,41.193591,60.4,19.216667,200.37,12.05,2.54
-90.230398,38.432703,23.9,36.694444,302.53,14.97,0.94
-89.239146,39.292306,135.3,53.116667,394.33,29.51,18.77
-90.214327,39.735713,78.6,65.291667,500.67,36.24,65.58
-89.103813,41.903418,63.1,66.111111,553.38,51.46,14.21
-89.559547,40.712683,240.1,536.444445,2474.62,296.79,1073.38
-89.265309,38.023789,137.8,31.166667,282.6,21.86,34.48
-88.526641,39.906709,36,25.25,203.25,17.28,2.2
-89.192622,37.221898,309.7,11.291667,101.29,10.73,61.94
-89.219878,41.257591,0,11.458333,96.45,5.14,1.4
-89.748003,37.962952,142.1,54.141667,419.53,46.74,62.85
-90.474091,41.515803,202.5,296.883333,1978.79,218.66,483.08
-90.063664,38.595191,329.3,571.288889,2844.47,363.15,1850.28
-89.60958,39.826993,204.7,579.291667,2742.55,227.25,886.7
-90.438231,39.584144,0,8.333333,101.93,5.17,0.21
-88.633124,39.413885,32.6,31.408333,304.16,22.97,3.27
-89.659366,42.278391,119.3,82.430556,669.36,76.2,141.11
-89.660423,40.557862,77.4,265.363889,1524.49,113.69,38.95
-89.379478,37.520907,56.1,26.666667,249.66,29.1,7.22
-87.617732,40.126984,184,160.291667,1230.45,137.24,345.82
-87.850867,38.450323,73.1,26.744444,203.03,31.28,3.34
-89.286279,38.43267,0,20.741667,199.37,13.94,3.46
-88.535613,38.497247,58.9,26.391667,252.77,38.74,7.82
-88.170483,41.543624,104.9,1352.527778,7598.62,867.04,1826.75
-89.026623,37.833978,94.1,96.386111,755.86,81.09,66.5
-89.122441,42.243405,138.8,547.408333,3887.99,496.38,1168.09
-89.045749,40.882752,65.7,52.111111,450.15,38.32,4.59
-84.935663,40.703299,18.2,39.519444,352.98,112.61,9.45
-85.149967,41.08515,177.6,954.363889,4790.32,870.47,1162.49
-85.889554,39.20933,90.6,100.355556,746.3,126.06,28.05
-87.180764,40.584586,96.7,17.555556,149.94,28.6,1.61
-85.325865,40.524256,80.2,28.555556,201.9,21.88,0.13
-86.262008,39.944887,104.7,61.111111,505.92,52.82,13.81
-86.159913,39.316399,105.3,16.416667,203.7,36.28,2.16
-86.441935,40.489238,81.7,35.111111,347.69,56.69,8.59
-86.41268,40.83897,75.9,68.461111,546.54,102.2,13.55
-85.720316,38.308251,241,239.777778,1338.06,194.16,190.53
-87.100192,39.527068,95.3,33.063492,303.19,24.17,4.35
-86.499455,40.291366,72.2,48.811111,405.37,80.91,7.29
-86.540764,38.333253,66.8,15.388889,147.65,19.19,1.21
-87.167275,38.741389,76.1,41.380556,297.78,115.45,6.67
-84.838365,39.181252,40.4,56.286111,499.25,47.57,9.14
-85.586541,39.187035,86.3,37.458333,301.83,38.49,4.03
-85.001698,41.485233,52.6,54.808333,452.16,75.8,6.06
-85.272537,40.155357,142.3,230.091667,1553.23,279.09,289.23
-86.94885,38.292949,65.2,43.441667,350.94,34.01,10.12
-85.829497,41.652729,117.7,259.575,1829.46,533.56,234.18
-85.139707,39.629401,81.8,41.777778,353.79,67.17,15.49
-85.815262,38.311697,160.4,170.641667,1027.1,111.59,126.61
-87.279902,40.015868,50.3,30.702778,249.33,39.1,0.96
-85.238917,39.365705,31.3,28.638889,254.14,26.6,0.72
-86.054476,41.03435,71.9,31.486111,299.8,63.38,5.72
-87.543154,38.425421,71.4,46.236508,346.28,45.93,16.74
-85.66248,40.558241,119.5,110.027778,826.78,140.07,124.66
-87.154937,39.036181,73.2,54.633333,453.61,72.83,3.91
-86.032523,40.132804,94.5,313.633333,2003.3,194.8,129.77
-85.867387,39.741252,102.4,65.972222,504.41,66.66,18.88
-86.146755,38.375978,79,26.397222,303.11,38.74,3.98
-86.382083,39.689971,117.1,144.561111,1057.84,133,120.16
-85.375674,39.930759,123.6,85.472222,633.15,98.21,34.57
-85.934508,40.489107,179.3,141.097222,1032.87,148.79,163.88
-85.511111,40.965313,97.1,59.263889,457.44,71.77,8.12
-85.868498,38.97193,159,66.583333,502.36,83.52,10.33
-87.209236,41.212188,78.1,46.527778,398.43,57.36,5.18
-84.999154,40.431677,77.7,32.263889,303.12,52.84,2.62
-85.382199,38.735871,115.9,46.472222,366.19,51.07,15.01
-86.124419,39.606181,119.4,168.691667,1125.97,151.46,54.14
-87.280114,38.838389,96.8,75.788889,492.84,78.31,27.4
-85.853769,41.237614,59.1,111.458333,898.65,170.93,11.72
-85.566448,41.619317,39.3,33.808333,343.27,221.12,1.44
-87.358171,41.460309,255.6,923.476984,5957.53,978.96,3744.62
-86.880355,41.705425,191.2,212.813889,1394.2,212.21,339.89
-86.499379,38.865505,82.9,63.811111,511.58,84.08,4.93
-85.701129,40.105343,168.4,256.27381,1844.36,315.57,294.3
-86.103163,39.86185,591.4,2580.883333,11589.53,2565.52,6691.87
-86.142849,41.450089,47.1,58.347222,549.58,137.63,8.78
-86.903821,38.666197,70.1,13.847222,101.91,12.6,0.87
-86.056703,40.758024,151.7,54.977778,413.62,77.33,61.21
-86.477278,39.171937,171,322.047222,1559.08,217.2,91.68
-86.891802,40.026661,99.7,50.891667,443.09,76.05,6.46
-86.302112,39.439067,85.7,81.538889,656.62,94.25,6.27
-87.356729,40.839862,75.5,21.319444,202.35,29.19,1.46
-85.265417,41.3257,45.5,56.013889,496.17,89.84,4.65
-86.566221,38.622031,66.8,32,299.29,47.97,15.81
-86.850181,39.416958,89.6,23.625,244.22,52.6,2.44
-87.203651,39.871038,139.7,19.483333,203.84,53.43,2.25
-86.757585,37.970347,67.5,28.611111,236.77,20.81,12.28
-87.192013,41.536046,107.7,212.402778,1512.86,182.87,112.81
-87.881537,37.939165,69.8,41.152778,351.44,31.73,15.03
-86.767174,41.108744,47.6,21.069444,197.67,27.94,0.68
-86.883414,39.657299,151.1,35.358333,333.79,42.42,15.33
-84.910765,40.247922,106.5,40.172222,405.41,76.13,4.55
-85.171352,39.017753,50.4,34.097222,304.11,49.31,2.83
-85.368719,39.620046,50,25.069444,257.66,48.71,10.17
-86.20627,41.676563,236.3,570.35,3762.37,650.66,1192.33
-85.671297,38.655005,757.3,27.083333,254.43,40.6,0.85
-85.7823,39.517041,79.6,62.258333,507.81,72.81,12.92
-87.16786,37.886701,34.7,27.516667,250.82,21.51,3.83
-86.724066,41.253976,56.9,29.180556,300.61,33.62,6.58
-85.006946,41.555232,50.3,49.388889,442.83,65.04,2.27
-87.349465,39.201967,140.4,27.297619,230.94,47.61,22.1
-84.911304,38.847158,89.5,10.166667,100.82,17.45,1.78
-86.900997,40.406407,106,401.919444,1757.95,311.81,194.37
-86.126902,40.36237,46.2,18.640873,199.84,29.11,0.31
-84.924499,39.678989,245.5,10.555556,102.37,18.23,0.47
-87.461655,37.96835,180.1,389.366667,2480.57,419.32,557.22
-87.402409,39.657324,45.8,27.138889,248.66,32.08,3.96
-87.415954,39.491378,225.6,305.94127,1413.42,235.06,205.62
-85.835085,40.784482,30.1,50.472222,409.32,64.94,7.87
-87.380498,38.001977,83.5,68.978968,558.85,53.11,15.56
-86.061523,38.603177,101.8,30.819444,301.64,53.19,0.62
-84.885756,39.831672,104.3,113.680556,870.97,201.46,78.18
-85.153262,40.728256,43.1,40.819444,355.73,43.57,5.55
-87.003032,40.717353,108.8,42.027778,398.32,78.13,4.31
-85.368105,41.2227,63.2,34.166667,350.24,51.53,2.65
-94.673268,41.047708,0,9.666667,100.04,11.95,0.1
-91.506538,43.179437,52.9,13.555556,102.1,5.87,1.12
-94.932008,41.713621,171.6,14.5,150.28,15.54,0.58
-92.265851,41.897961,56.2,38.716667,351.1,15.8,2.78
-92.392163,42.491362,108,296,1857.13,211.62,447.73
-93.903227,42.052131,71.1,47.680556,346.87,18.17,4.23
-92.102155,42.857201,33,54.944444,404.09,20.41,8.18
-91.727916,42.554965,46.2,35.902778,304.41,30.82,0.98
-95.230374,42.655377,106.3,37.277778,303.29,44.1,10.01
-94.866209,42.081349,102.4,30.066667,205.66,7.42,0.52
-90.955752,41.687614,50.8,31.194444,251.88,11.11,7.56
-93.189857,43.171309,83.1,103.227778,558.35,53.47,17.65
-92.312017,43.068851,70.3,21.611111,198.04,23.17,4.01
-93.670421,41.028171,78.2,16.666667,149.23,17.36,0.29
-95.278005,43.081312,44.5,22.441667,152.7,11.49,3.22
-91.392074,42.864244,67.3,33.361111,294.71,39.03,4.89
-90.196517,41.865282,84.7,115.627778,611.05,47.77,36.27
-95.480507,42.139142,86.7,27.59127,246.18,31.38,6.88
-93.823991,41.614877,74.8,112.875,749.47,55.5,26.67
-93.921187,40.755255,91.1,15.694444,149.77,28.06,3.85
-91.45399,42.485235,56.2,23.308333,200.15,11.75,0.74
-91.113543,40.795327,79.5,129.883333,564.33,56.14,62.69
-95.279436,43.374271,46.8,28.527778,200.54,14.58,2.02
-90.65665,42.523468,103,194.361111,1317.75,107.57,104.49
-91.911026,42.660488,66.1,35.527778,297.57,26.57,9.97
-92.684053,43.108001,38.1,24.677778,204.18,20.19,6.9
-93.822503,42.291593,72.7,29.086111,255.85,14.73,4.51
-93.071345,42.364988,68.7,25.347222,195.75,13.42,5.84
-95.76575,41.557418,59.5,27.805556,249.73,20,0.92
-91.541351,41.096175,77.4,32.611111,247.73,16.25,9.77
-91.943587,41.773106,52,21.958333,202.1,14.64,3.44
-90.591325,42.223593,42.8,39.444444,298.41,26.37,2.65
-92.926834,41.778718,114.8,61.456349,445.07,27.25,16.27
-91.835675,41.034819,43.3,27.236111,204.13,18.15,23.29
-91.525946,41.656651,152,230.488889,1211.67,133.4,184.91
-91.187618,42.233179,102.1,31.333333,242.51,16.28,9.9
-91.395424,40.399815,49.1,80.138889,549.8,41.11,30.49
-91.588554,42.041351,151.1,514.761111,2284.11,187.87,293.73
-91.38869,41.251339,85.7,14.955556,146.38,15.47,3.52
-93.319625,41.048697,83.9,19.75,198.29,22.23,0.33
-93.941262,41.408148,103.7,18.583333,148.5,10.55,0.73
-92.657797,41.309236,53.8,67.555556,348.34,31.25,9.73
-93.049608,41.332332,50.4,54.922222,406.64,26.56,8.49
-93.053793,41.933724,95.6,91.547222,491.66,56.41,12.63
-95.756301,41.051027,55.1,27.513889,250.16,20.85,3.51
-95.872539,42.142584,0,21.263889,207.4,18.8,1.36
-95.210616,41.010869,72,26.5,206.4,13.77,0.41
-91.022611,41.452909,71.3,99.144444,504.14,38.57,24.48
-95.367322,40.771527,37.9,40.777778,290.68,26.75,9.98
-96.024306,42.668074,38.6,33.777778,304.99,29.78,6.8
-94.734212,42.859763,89.7,17.611111,153.57,13.12,2.09
-93.611311,41.53364,205.1,1140.296825,4916.26,543.03,755.22
-95.879993,41.27177,160.6,215.591667,1515.12,177.87,45.96
-92.653806,41.68976,75.5,28.055556,257.69,26.55,7.66
-90.511725,41.546609,154.8,378.908333,2371.39,226.27,381.04
-95.198827,41.682881,61.9,24.652778,202.09,21.19,2.92
-96.175555,43.077091,28.4,46.55,348.63,28.26,2.44
-93.64448,42.027588,48.9,147,954.22,94.06,47.97
-92.598441,42.005831,92.8,32.569444,301.94,39.64,5.24
-94.365639,41.073182,58.1,23.538889,202.22,25.82,1.56
-92.41166,41.058584,98.7,50.472222,402.41,44.41,22.34
-93.551549,41.349901,56.4,81.208333,614.52,36.15,6.4
-91.634801,41.45906,82.7,32.980556,250.53,35.62,4.31
-93.265733,40.647712,0,16.861111,151.67,34.62,0.77
-94.18541,42.512301,52.5,120.642857,589.36,71.06,50.52
-96.365308,42.471043,139.4,306.842063,1263.83,165.28,113.54
-93.143736,43.335544,0,14.541667,148.66,12.48,4.84
-93.903582,42.662177,77,29.166667,244.18,21.45,3.21
-95.397434,37.944889,95.3,34.208333,249.95,28.68,4.01
-95.320278,38.183837,108.2,12.513889,100.01,21.89,1.11
-95.124632,39.564951,44.3,18.633333,157.22,23.91,8.72
-98.765185,38.379749,78.9,60.538889,403.38,99.33,9.37
-94.661514,37.82691,92.8,31.305556,254.02,54.79,11.93
-95.464705,39.757321,64.4,19.652778,151.92,21.71,2.48
-96.975981,37.678799,90.7,84.205556,649.33,109.75,26.37
-94.831833,37.170936,47.7,33.325,298.43,70.31,4.25
-97.67985,39.563091,82.4,25.458333,197.75,34.33,7.16
-95.623724,38.236916,72.3,17.444444,147.2,23.63,2.38
-97.016523,37.252553,96.6,65.369444,496.6,87.75,29.78
-94.742019,37.425959,46,81.130556,550.11,114.81,27.43
-96.949289,38.674782,84.2,37.277778,293.94,44.59,9.02
-95.251304,38.942427,66.6,178.605556,1111.4,163.5,94.7
-99.308738,38.87819,45.4,47.227778,300.09,41.07,6.57
-98.349681,38.775677,188.6,13.208333,90.6,12.51,4.81
-100.859893,37.98383,84.7,97.736111,579.61,152.87,40.79
-99.962035,37.784565,96.1,48.761111,333.1,95.11,9.5
-95.240349,38.502737,84.4,31.913889,257.79,36.77,5.53
-96.829036,39.021107,179.8,53.5,374.22,67.83,162.93
-96.276688,37.826835,137.3,16.222222,148.91,22.89,0.57
-97.437255,38.108785,90.8,42.275,301.55,49.22,10.65
-98.237352,39.673237,0,6,50.93,7.58,0.53
-94.658209,38.944007,143.6,1343.145833,6493.24,790.75,598.69
-95.264983,37.337155,116.6,56.597222,410.25,89.32,38.58
-94.928709,39.323708,163.5,103.755556,750.75,82.56,141.9
-94.847039,38.111051,60.4,10.466667,99.7,20.72,1.67
-96.185281,38.411292,39.4,54.286111,407.86,66.45,16.52
-97.669201,38.36955,33.2,49.612698,354.93,51.05,7.89
-97.113501,38.514661,49.6,22.8,200.29,26.98,2.64
-96.63245,39.833796,62.5,14.333333,99.97,13.38,0.87
-94.758976,38.68101,52.7,48.907143,395.86,46.78,9.33
-95.62894,37.04457,60.6,91.866667,656.95,174.05,86.76
-95.835147,38.804254,37.3,25.75,250.22,47.06,3.06
-99.087552,38.178396,157.3,12.633333,94.11,20.93,6.03
-99.337952,39.748892,0,7.388889,51.83,6.98,1.06
-96.324755,39.198828,41.4,23.652778,202.22,20.31,4.87
-97.931119,38.070352,74.4,116.458333,834.51,180.42,49.26
-96.795045,39.410474,64.6,104.069444,619.51,81.94,70.76
-97.616894,38.86162,139.4,137.214286,601.93,113.46,35.78
-97.241457,37.675892,203.7,1350.005556,6279.81,1496.32,1309.06
-100.914341,37.059551,212.2,38.791667,244.81,97.39,20.04
-95.75237,39.057113,144.6,462.436111,2203.47,337.31,424.07
-100.446707,39.364006,0,3.333333,47.22,10.46,1.31
-98.790845,39.779483,0,12.916667,101.09,17.26,0.65
-98.617473,38.052323,147.5,12.333333,98.52,21.34,0.57
-101.343711,37.180185,0,13.25,98.51,33.83,3.29
-97.247111,37.16935,95.1,35.430556,301.27,46.81,5.59
-94.672946,39.052819,321.4,638.211111,3015.93,1121.47,1463.21
-85.259547,36.991382,59.4,29.138889,353.05,35.42,17.9
-86.169435,36.851185,112.2,25.666667,296.72,48.37,6.12
-85.043201,37.950417,116.4,23.416667,254.09,16.73,10.27
-85.960297,36.835657,103.6,49.663889,511.45,70.32,28.9
-83.619803,38.084355,97.6,10.902778,149.68,20.01,5.61
-83.725371,36.617649,67.8,46.777778,457.1,48.8,22.86
-84.675521,38.998653,141.8,164.044444,1059,97.47,58.65
-84.097967,38.182627,138.2,31.505556,306.01,36.2,31.92
-82.634695,38.471082,165.9,91.155556,609.54,79.12,29.84
-84.714014,37.638482,100.9,50.25,351.23,31.38,54.99
-84.08914,38.638318,115.1,13.833333,147.83,12.9,1.68
-86.439188,37.776122,87,24.069444,298.06,41.62,8.19
-85.69098,38.046855,63.2,98.652778,846.71,61.64,16.67
-86.848685,37.157035,92.9,16.583333,243.72,34.66,2.7
-87.932124,37.238367,149.8,16.266667,152.27,20.61,16.6
-88.319931,36.616708,49.9,56.277778,473.82,52.88,37.61
-84.501031,39.089166,178,256.947222,1170.17,88.93,77.87
-85.033226,38.676706,92.8,13.322222,149.34,27.57,7.61
-83.136491,38.422068,84.4,30.472222,306.5,46.89,3.81
-85.06615,37.338619,66.6,13.583333,202.43,55.43,3.5
-87.386601,37.044886,178.2,107.347222,852.12,160.71,387.96
-84.157372,37.971622,137.6,58.5,510.51,42.1,49.66
-83.62305,37.155429,112.1,16.922222,243.39,35.5,13.64
-85.077668,36.675474,104.3,14.5,150.17,25.67,1.21
-85.350097,36.728109,89.2,7.877778,101.99,20.56,3.52
-87.112894,37.774768,121.9,164.511111,1180.9,111.95,107.02
-86.340299,37.258464,56.4,11.708333,151.53,14.84,0.93
-83.015641,38.098234,152.6,6.266667,92.45,11.04,4.68
-83.990613,37.770495,83.2,15.333333,145.98,19.22,0.46
-84.463117,38.049813,343.8,901.211111,4169.46,569.35,1219.46
-83.624768,38.31003,66.3,16.861111,201.34,34.42,8.88
-82.774479,37.545025,56.8,46.3,512.28,50.63,6.97
-84.866559,38.208945,147.7,77.902778,572.91,97.18,112.77
-89.298145,36.557706,158.2,14.266667,97.9,10.96,48.6
-84.655502,37.731099,46.9,17.305556,203.71,25.18,9.09
-84.568565,38.529079,83.4,18.305556,201.57,22.6,5.03
-88.665008,36.763155,156.5,43.077778,458.37,47.44,36.18
-86.128784,37.414194,40.8,33.161111,347.88,36.24,5.6
-85.595487,37.359719,117.4,12.305556,204.86,22.05,7.46
-82.919543,38.492186,100.3,55.977778,461.48,45.56,10.77
-86.738956,37.878013,83.3,12.861111,143.31,8.62,4.55
-85.874699,37.701667,188.3,137.374206,1059.33,107.09,285.34
-83.291458,36.934434,64.9,28.247222,361.03,38.12,13.56
-84.437993,38.468587,50.6,22.166667,202.05,19.22,8.56
-85.990995,37.300269,63.8,18.166667,255.73,31.06,17.6
-87.58613,37.851038,147.4,81.216667,576.39,60.64,110.13
-85.011008,38.406397,89.4,21.888889,251.7,42.21,13.76
-87.402071,37.327392,66.7,65.322222,620.81,81.77,84.63
-83.967908,37.323241,98.9,10.208333,150.18,12.37,0.79
-85.819711,38.201245,481,2217.534524,9756.32,1037.94,4410.42
-84.584022,37.868599,140.6,71.291667,462.06,53.12,43.48
-82.709215,37.83967,58.7,23.277778,304.22,31.29,1.98
-84.610706,39.016853,247.9,424.505556,1961.68,244.06,223.69
-82.937183,37.441041,54.8,13.541667,210.36,21.94,2.63
-83.83603,36.982382,42.3,35.572222,406.84,42.11,8.52
-84.250642,37.024075,74.8,70.219444,660.96,80.31,8.69
-83.610353,37.579209,140.1,9.041667,94.44,7.49,1.32
-82.979607,37.084018,71.5,15.449603,205.96,22.64,2.05
-83.166782,38.576589,80.2,15.527778,198.76,22.43,2.36
-84.712737,37.558716,49.2,28.208333,305.63,59.32,12.77
-86.996073,36.8419,97.8,31.319444,307.49,41.44,37.9
-87.983715,36.998747,188.2,10.033333,99.13,10.91,7.2
-88.593771,37.071556,253.7,118.075,836.85,122.78,205.63
-84.449997,36.736893,198.8,12.044444,143.3,12.49,14.6
-87.241126,37.445184,65.2,14.777778,151.81,19.62,3.52
-84.291728,37.74848,106,121.055556,978.61,96.01,74.54
-82.965843,37.600609,58.7,13,196.78,18.05,0.24
-85.339911,37.586818,75.4,19.458333,186.14,23.04,29.37
-88.30026,36.948772,63.8,31.372222,307.38,27.83,5.35
-82.56382,37.814009,92.4,10.805556,90.89,11.08,9.05
-83.733929,38.6267,119.6,27.930556,249.13,41.17,30.19
