X,Y,Five_ave_crime,PopulationDensity,PopulationFemale,X.Black,Neighbor_Disadvantage,Casinos
-86.159913,39.316399,5087.283144,262.44901,203.7,2.16,-1.540435511,2.189341
-86.441935,40.489238,0,1221.50606,347.69,8.59,-3.659398964,5.258666
-86.41268,40.83897,1259.906791,15331.42328,546.54,13.55,-1.893432559,6.030321
-85.720316,38.308251,13277.76855,47681.01079,1338.06,190.53,-5.963729939,61.678614
-87.100192,39.527068,0,1828.81789,303.19,4.35,-2.455216132,3.025731
-86.499455,40.291366,4914.894485,10719.74119,405.37,7.29,-1.522651193,2.530289
-86.540764,38.333253,2748.925817,120.49167,147.65,1.21,-0.383345697,1.29302
-87.167275,38.741389,1197.564112,4889.9402,297.78,6.67,-1.128538022,6.941855
-84.838365,39.181252,0,3377.13407,499.25,9.14,-3.732098661,58.921355
-85.586541,39.187035,0,4172.61839,301.83,4.03,-2.24125155,8.324464
-85.001698,41.485233,4219.752618,3105.17904,452.16,6.06,-4.154144932,9.666772
-85.272537,40.155357,10953.75494,69742.71939,1553.23,289.23,9.870160999,18.414813
-86.94885,38.292949,0,2986.94672,350.94,10.12,-2.7172496,3.904969
-85.829497,41.652729,2587.554184,55956.83794,1829.46,234.18,0.334727697,41.350705
-85.139707,39.629401,0,7397.45516,353.79,15.49,1.021306851,6.176388
-85.815262,38.311697,7336.840208,39320.81986,1027.1,126.61,-3.891949168,25.126628
-87.279902,40.015868,0,2717.72388,249.33,0.96,-1.390962832,1.575045
-85.238917,39.365705,3308.182354,590.74525,254.14,0.72,-1.253408584,7.318988
-86.054476,41.03435,841.7425548,1827.55789,299.8,5.72,-1.774290212,3.00619
-87.543154,38.425421,2538.098547,2739.05372,346.28,16.74,-2.484092684,7.124414
-85.66248,40.558241,6909.141646,15104.9163,826.78,124.66,1.194797561,4.707666
-87.154937,39.036181,4642.430218,2949.1837,453.61,3.91,-1.849414444,3.975971
-86.032523,40.132804,0,74259.6373,2003.3,129.77,-26.53957376,24.933568
-85.867387,39.741252,2351.986333,9005.25687,504.41,18.88,-5.502085477,16.708353
-86.146755,38.375978,0,618.86482,303.11,3.98,-2.05467156,4.795532
-86.382083,39.689971,0,22858.39333,1057.84,120.16,-10.26597746,17.887172
-85.375674,39.930759,2919.260998,15161.00128,633.15,34.57,-0.093467293,6.252662
-85.934508,40.489107,3464.197572,37413.2288,1032.87,163.88,-0.026613787,13.642439
-85.511111,40.965313,2024.02143,5376.37034,457.44,8.12,-4.427232179,3.208688
-85.868498,38.97193,8144.948115,10202.97811,502.36,10.33,-0.925502419,6.474612
-87.209236,41.212188,0,1224.09306,398.43,5.18,-2.300308108,7.471242
-84.999154,40.431677,1634.154172,1780.06471,303.12,2.62,-1.50598037,0.979699
-85.382199,38.735871,0,5604.86226,366.19,15.01,-0.520799433,15.706824
-85.729644,38.975732,4422.408622,2043.97664,294.23,9.83,-1.986301958,5.706683
-86.124419,39.606181,6482.287486,39701.0173,1125.97,54.14,-10.02766236,26.642894
-87.280114,38.838389,759.505292,16142.85413,492.84,27.4,-1.32164297,9.222746
-85.853769,41.237614,6368.593444,9748.3229,898.65,11.72,-5.035515835,10.45696
-85.566448,41.619317,2695.751034,896.59678,343.27,1.44,-0.804295885,5.64559
-87.358171,41.460309,16166.09011,332606.772,5957.53,3744.62,32.57854935,176.052863
-86.880355,41.705425,13092.90118,39957.89742,1394.2,339.89,-0.973842821,108.800949
-86.499379,38.865505,3575.909789,7210.24706,511.58,4.93,-1.551475775,2.480918
-85.701129,40.105343,12243.87211,53798.33025,1844.36,294.3,5.209102692,15.229637
-86.103163,39.86185,0,806545.9908,11589.53,6691.87,52.37750549,180.76889
-86.142849,41.450089,0,2977.08094,549.58,8.78,-1.893314054,12.556476
-86.903821,38.666197,0,321.62061,101.91,0.87,-0.705010122,0.682736
-86.056703,40.758024,4920.121868,10080.29208,413.62,61.21,-1.125130568,4.927993
-86.477278,39.171937,12374.6938,90360.43077,1559.08,91.68,-5.975985009,9.558349
-86.891802,40.026661,1218.379679,5629.12692,443.09,6.46,-3.359761896,3.99219
-86.302112,39.439067,0,12294.38744,656.62,6.27,-2.850927024,10.525296
-87.356729,40.839862,885.2084524,165.52601,202.35,1.46,-0.372200528,2.045776
-85.265417,41.3257,3583.909108,6182.45304,496.17,4.65,-2.491872513,5.270409
-84.973259,38.949907,0,430.33852,100.64,0.98,-0.876565306,38.898715
-86.566221,38.622031,0,960.70559,299.29,15.81,-0.402207485,3.043083
-86.850181,39.416958,0,375.28105,244.22,2.44,-0.902385608,1.34985
-87.203651,39.871038,0,286.87596,203.84,2.25,-0.746230886,0.915841
-86.757585,37.970347,0,2004.44928,236.77,12.28,-1.679614759,3.63175
-87.321566,38.468392,524.059076,509.04396,200.33,3.44,-0.436162628,2.565539
-87.192013,41.536046,4145.118996,45339.34651,1512.86,112.81,-12.78693529,49.872595
-87.881537,37.939165,1563.969896,3096.99954,351.44,15.03,-1.948452158,18.096015
-86.767174,41.108744,1716.182304,302.99265,197.67,0.68,-0.341956697,2.487741
-86.883414,39.657299,0,1122.67238,333.79,15.33,-2.710572376,3.661058
-84.910765,40.247922,0,1476.75004,405.41,4.55,-0.844435122,3.279152
-85.171352,39.017753,961.6389672,522.16172,304.11,2.83,-0.94449244,15.148769
-85.368719,39.620046,0,1716.86756,257.66,10.17,-1.03642569,6.511503
-86.20627,41.676563,27760.86359,192896.1417,3762.37,1192.33,2.756385364,144.188464
-85.671297,38.655005,2546.564216,2205.84804,254.43,0.85,-0.059548703,5.524389
-85.7823,39.517041,5501.462791,13791.65753,507.81,12.92,-2.254203082,35.428704
-87.16786,37.886701,0,303.29421,250.82,3.83,-1.696043139,4.758012
-86.724066,41.253976,5142.299515,1196.90105,300.61,6.58,-0.494866245,5.861369
-85.006946,41.555232,8441.116098,1930.94083,442.83,2.27,-5.247408402,13.16308
-87.349465,39.201967,2461.357272,578.76922,230.94,22.1,-1.352457626,2.64115
-84.911304,38.847158,0,122.60737,100.82,1.78,0.482453567,29.796955
-86.900997,40.406407,11103.34437,133570.5729,1757.95,194.37,-5.734373306,15.217813
-86.126902,40.36237,360.2541429,316.08025,199.84,0.31,-1.580468667,1.919111
-84.924499,39.678989,0,88.86757,102.37,0.47,-1.198556828,1.632059
-87.461655,37.96835,18125.16123,136871.799,2480.57,557.22,5.829930249,152.421582
-87.402409,39.657324,0,1925.47897,248.66,3.96,-0.950980764,1.144846
-87.415954,39.491378,18409.39707,52411.3626,1413.42,205.62,9.363056235,14.984763
-85.835085,40.784482,2424.753565,5481.19582,409.32,7.87,-1.917131476,2.390726
-87.235127,40.398108,0,47.23329,100.1,1.11,-0.945134232,0.673866
-87.380498,38.001977,6938.442259,10831.29862,558.85,15.56,-5.237695433,25.088632
-86.061523,38.603177,0,2391.5969,301.64,0.62,0.237281066,4.199761
-84.885756,39.831672,5557.819304,20167.51516,870.97,78.18,-0.212437417,10.716877
-85.153262,40.728256,0,2681.4346,355.73,5.55,-3.429324171,2.894478
-87.003032,40.717353,510.9818238,2222.05285,398.32,4.31,-3.381515475,6.031442
-85.368105,41.2227,0,1056.56827,350.24,2.65,-3.968157027,4.229467
-94.502497,41.29751,1491.95261,87.17255,151.89,1.42,-1.126995201,5.918339
-94.673268,41.047708,938.6245982,28.917507,100.04,0.1,-1.031533849,3.401669
-91.506538,43.179437,131.5116534,343.06858,102.1,1.12,-0.994453462,1.599599
-92.875586,40.713242,3339.571366,878.15106,251.26,3.23,-0.472401705,7.177355
-94.932008,41.713621,1267.449779,155.605901,150.28,0.58,-1.533864485,2.796756
-92.265851,41.897961,1660.18685,767.50489,351.1,2.78,-3.437906841,18.708494
-92.392163,42.491362,3581.837491,88272.50447,1857.13,447.73,-2.508428788,106.593295
-93.903227,42.052131,1297.260979,4058.21569,346.87,4.23,-4.219339974,17.071243
-92.102155,42.857201,297.9278056,2147.97913,404.09,8.18,-5.519305086,14.700705
-91.727916,42.554965,2927.343412,1218.38799,304.41,0.98,-3.060009795,18.916617
-95.230374,42.655377,1099.000522,1087.47999,303.29,10.01,-1.178741501,6.659048
-92.802076,42.603268,396.1915022,148.53024,250.48,5.39,-2.192734937,6.984871
-94.763055,42.472289,2062.515506,80.98293,190.3,6.87,-1.945504377,10.014873
-94.866209,42.081349,58.37996,2101.95931,205.66,0.52,-2.23966202,15.73304
-94.991835,41.403312,1269.948947,909.64409,202.29,0.86,-0.876407393,3.236312
-90.955752,41.687614,1404.540547,255.42453,251.88,7.56,-2.746810999,12.487427
-93.189857,43.171309,2059.010478,8343.79179,558.35,17.65,-4.250267294,30.001858
-95.554101,42.76511,650.9861436,292.705877,190.78,7.22,-1.891560262,4.241758
-92.312017,43.068851,907.1024956,347.75813,198.04,4.01,-2.6169474,4.038688
-93.670421,41.028171,1438.149467,692.504372,149.23,0.29,-1.22249791,17.795155
-95.278005,43.081312,666.5389473,951.3214,152.7,3.22,-0.425673088,4.214006
-91.392074,42.864244,1388.416925,154.30304,294.71,4.89,-2.618248405,12.651829
-90.196517,41.865282,2306.532655,13248.1663,611.05,36.27,-2.084791853,44.015036
-95.480507,42.139142,234.4106988,448.65027,246.18,6.88,-1.051182996,10.683211
-93.823991,41.614877,2137.923705,20096.9045,749.47,26.67,-9.290864445,38.769567
-92.526382,40.750382,113.0711037,35.57093,100.91,0.09,-0.653404704,1.415959
-93.921187,40.755255,438.4896,124.579201,149.77,3.85,-0.204163776,7.827163
-91.45399,42.485235,1407.920489,645.15985,200.15,0.74,-2.164659001,6.675871
-91.113543,40.795327,2402.640346,17520.93643,564.33,62.69,-1.650467407,166.915555
-95.279436,43.374271,552.0930432,1298.68943,200.54,2.02,-2.22699081,6.200876
-90.65665,42.523468,4114.2942,63043.22948,1317.75,104.49,-8.204671298,185.538445
-94.754596,43.387088,543.3967324,387.25303,99.39,1.29,-0.40917654,3.733152
-91.911026,42.660488,1275.773086,694.15793,297.57,9.97,-1.875269544,9.119885
-92.684053,43.108001,595.975124,1025.68863,204.18,6.9,-1.560825053,7.583796
-93.21893,42.737474,19.55234759,212.376724,149.74,0.83,-1.064216915,3.375724
-95.74599,40.733505,2829.861175,53.314185,150.67,2.7,-1.353728354,4.267026
-94.533649,42.056036,22.15575496,70.780128,201.28,2.41,-0.835106358,21.581147
-92.914317,42.305174,1822.311783,135.6689,204.36,2.32,-2.574107102,11.383745
-94.619216,41.692955,1214.0876,64.210769,151.17,0.83,-1.392972234,9.306037
-93.822503,42.291593,1063.754364,798.367525,255.85,4.51,-2.570634173,10.663281
-93.557304,43.15736,348.0714957,97.2911,149.16,4.73,-1.49401531,5.531514
-93.071345,42.364988,1431.790926,398.78181,195.75,5.84,-2.086707326,7.94591
-95.76575,41.557418,1933.550516,524.44503,249.73,0.92,-2.499444775,8.722699
-91.541351,41.096175,1612.580771,1031.95853,247.73,9.77,-1.4254039,23.412832
-92.11314,43.374086,1443.650014,565.02446,149.09,0.8,-1.69148622,4.054656
-94.235072,42.720491,1499.41062,731.811821,202.34,1.95,-1.24351475,5.037256
-95.565422,42.502654,1469.1414,87.80425,100.51,1.86,-1.008111356,2.805267
-91.943587,41.773106,1221.387275,111.54478,202.1,3.44,-2.038624301,12.084955
-90.591325,42.223593,513.2918724,1387.62913,298.41,2.65,-1.989967111,18.700301
-92.926834,41.778718,2896.357233,8061.14629,445.07,16.27,-3.221205707,28.378368
-91.835675,41.034819,820.4039576,1336.30744,204.13,23.29,-0.470977545,6.896592
-91.525946,41.656651,3589.915126,96351.27832,1211.67,184.91,-8.378152347,45.967795
-91.187618,42.233179,0,1233.15149,242.51,9.9,-2.632411426,12.011674
-92.26227,41.43364,1385.624675,100.4233,196.47,1.82,-1.687872955,10.71295
-94.083499,43.08153,850.0604145,872.304403,247.91,4.58,-1.852746425,11.595054
-91.395424,40.399815,2653.533543,9568.7155,549.8,30.49,-1.49611409,52.075881
-91.588554,42.041351,4983.69973,98869.81072,2284.11,293.73,-16.79278229,102.758704
-91.38869,41.251339,1940.387276,88.46616,146.38,3.52,-0.673296811,15.35589
-93.319625,41.048697,3122.577509,604.378654,198.29,0.33,-0.981751073,7.383616
-96.385752,43.379645,1435.372914,65.97779,148.71,0.28,-1.843093023,1.515814
-93.941262,41.408148,700.2876057,901.13738,148.5,0.73,-2.115439424,11.665474
-92.657797,41.309236,2434.318467,3979.64937,348.34,9.73,-1.534317787,10.484429
-93.049608,41.332332,1919.366431,6193.93105,406.64,8.49,-3.289660212,20.559652
-93.053793,41.933724,2108.905884,7735.67196,491.66,12.63,-1.399096562,32.905092
-95.756301,41.051027,3165.788445,1911.18668,250.16,3.51,-2.273520115,7.793767
-92.915156,43.356579,47.23219347,638.59966,151.57,0.85,-1.482931182,4.707654
-95.872539,42.142584,1485.979781,455.204652,207.4,1.36,-1.413081514,22.869048
-92.97507,41.028343,1126.121282,66.032106,150.01,0.07,-0.971668279,3.258286
-95.210616,41.010869,0,1348.574691,206.4,0.41,-0.585212897,3.591722
-91.022611,41.452909,1794.595805,15217.06,504.14,24.48,-2.427100227,24.265762
-95.837498,43.182545,1731.367337,498.56445,204.01,5.3,-2.221639535,4.282543
-95.570127,43.360416,2137.22391,36.80111,98.88,2.51,-0.717174383,1.074325
-95.367322,40.771527,1291.417048,2196.015606,290.68,9.98,-2.029628412,4.322896
-94.73949,43.07446,1257.577088,233.405808,102.28,4.77,-1.193112003,16.751346
-96.024306,42.668074,910.8544002,1030.50521,304.99,6.8,-2.986204238,8.351571
-94.734212,42.859763,1241.354431,39.249141,153.57,2.09,-0.771648237,5.385021
-93.611311,41.53364,11724.17452,314633.7276,4916.26,755.22,-13.85915607,248.559556
-95.879993,41.27177,8991.636501,67269.97038,1515.12,45.96,-6.421875551,87.483678
-92.653806,41.68976,330.1886793,1254.05156,257.69,7.66,-2.082753836,14.884203
-94.266349,40.791452,756.8180228,20.590892,101.07,0.14,-0.979075668,3.106416
-95.14066,42.482783,1362.03132,133.56321,202.62,2.77,-2.031149349,7.838094
-90.511725,41.546609,5138.9883,133467.3894,2371.39,381.04,-12.86979511,139.36495
-95.198827,41.682881,532.7891548,186.667732,202.09,2.92,-1.887324736,4.70367
-96.175555,43.077091,836.2090611,2314.78399,348.63,2.44,-4.231142954,5.425252
-93.64448,42.027588,2423.263718,58460.1223,954.22,47.97,-7.660731707,24.45049
-92.598441,42.005831,3182.93037,450.89743,301.94,5.24,-2.395801044,47.484998
-94.810954,40.74286,601.0603046,32.38317,101.62,0.05,-0.433853999,2.98031
-94.365639,41.073182,1314.371756,1470.540903,202.22,1.56,-0.71782851,11.362762
-91.885724,40.814368,550.8464716,17.30419,48.93,0.38,-0.246357809,1.593314
-92.41166,41.058584,2458.472754,4262.56202,402.41,22.34,-1.082711089,14.169491
-93.551549,41.349901,4192.116722,9121.79308,614.52,6.4,-5.482289876,32.720849
-91.634801,41.45906,2057.592388,1344.3934,250.53,4.31,-2.059976627,21.897569
-93.265733,40.647712,2300.907026,38.032355,151.67,0.77,-0.688769581,3.33618
-94.18541,42.512301,4031.185573,11638.50759,589.36,50.52,-1.160811164,21.745624
-93.833384,43.371402,0,669.62972,151.98,4.55,-1.101272633,12.830753
-91.965349,43.167575,646.4872685,476.92416,250.6,5.96,-3.14282019,3.432372
-96.365308,42.471043,3415.096833,71555.83435,1263.83,113.54,3.396916852,49.878909
-93.143736,43.335544,1362.553891,68.45856,148.66,4.84,-1.304206483,25.677008
-93.903582,42.662177,823.7004855,453.502691,244.18,3.21,-2.113984984,8.219982
-95.397434,37.944889,3032.975053,547.943787,249.95,4.01,-0.966931956,9.522234
-95.320278,38.183837,1116.181407,44.871492,100.01,1.11,-0.661818609,2.520787
-95.124632,39.564951,521.4890976,4101.52639,157.22,8.72,-0.857109607,7.326844
-98.684009,37.362609,761.499735,8.809928,99.38,1.97,-0.605052817,3.794136
-98.765185,38.379749,1537.975337,8522.498386,403.38,9.37,-1.049789301,10.549838
-94.661514,37.82691,3244.359513,2134.172963,254.02,11.93,-1.625395748,18.54299
-95.464705,39.757321,822.1332051,161.134195,151.92,2.48,-1.466358133,23.044862
-96.975981,37.678799,8641.42525,10723.68267,649.33,26.37,-4.576661209,31.765168
-94.831833,37.170936,5645.850766,783.548345,298.43,4.25,-1.396668217,51.170834
-97.166586,39.34881,353.4074036,240.956716,100.05,1.68,-1.092922733,2.06221
-97.67985,39.563091,3089.298401,545.786823,197.75,7.16,-1.971845645,3.901674
-95.623724,38.236916,703.6884897,134.089718,147.2,2.38,-1.187581297,4.544887
-97.016523,37.252553,4201.530624,5496.576206,496.6,29.78,-2.706150331,82.698304
-94.742019,37.425959,4329.596129,10537.75372,550.11,27.43,0.177384627,61.049896
-100.458387,39.783916,0,98.072749,99.59,1.28,-1.252253694,1.074252
-96.949289,38.674782,4368.627498,1306.13872,293.94,9.02,-2.251271635,7.129251
-95.109771,39.745087,975.67698,69.16976,145.81,18.15,-1.609808062,13.909107
-95.251304,38.942427,0,56598.22233,1111.4,94.7,-8.205834035,22.524231
-99.418938,37.929477,1538.013606,110.069376,100.19,0.65,-0.718249874,7.16156
-99.308738,38.87819,1421.094361,3352.341259,300.09,6.57,-2.459518544,11.09627
-98.349681,38.775677,1367.821705,25.83759,90.6,4.81,-0.827546523,2.219835
-100.859893,37.98383,5539.502106,19231.89395,579.61,40.79,0.742542302,17.230866
-99.962035,37.784565,1770.506316,2616.076578,333.1,9.5,0.43087434,32.515774
-95.240349,38.502737,3859.167697,1815.92635,257.79,5.53,-1.461308409,8.960234
-96.829036,39.021107,1202.721642,10002.18431,374.22,162.93,-1.802718011,9.607602
-99.846726,39.365331,154.3805481,88.71978,49.97,5.18,-0.596151224,1.40291
-101.306963,37.561969,468.8529724,393.536718,95.75,0.05,-0.507482603,2.584443
-100.443691,37.650201,2322.81746,15.59387,99.58,1.74,-0.771011744,8.751415
-96.276688,37.826835,4407.612828,187.117149,148.91,0.57,-1.159373825,3.920625
-97.933054,37.276889,1225.172161,89.221705,146.42,0.52,-0.86995632,8.972958
-97.437255,38.108785,1161.862564,2667.57392,301.55,10.65,-2.3963959,8.720535
-95.727535,39.469243,2845.730143,206.11569,150.81,0.59,-0.910020433,29.121571
-95.378663,39.358152,4603.46548,153.13829,197.64,3.04,-2.157833618,8.375272
-98.237352,39.673237,208.4056964,4.38235,50.93,0.53,-0.535232553,1.573721
-94.658209,38.944007,6178.835239,397999.5717,6493.24,598.69,-81.03904928,212.722104
-97.950326,37.563733,2251.870217,238.677742,149.16,1.22,-1.384930483,6.540984
-95.264983,37.337155,1800.759587,2503.517876,410.25,38.58,-1.440505256,32.66382
-94.928709,39.323708,4895.773131,20808.51596,750.75,141.9,-5.867593565,41.348321
-94.847039,38.111051,680.2019994,33.35135,99.7,1.67,-0.242296089,5.373917
-96.185281,38.411292,1959.603613,13157.44434,407.86,16.52,-1.635351157,9.450977
-97.669201,38.36955,1297.734114,3054.400794,354.93,7.89,-3.775152791,9.590553
-97.113501,38.514661,1990.231452,65.641533,200.29,2.64,-1.989618357,3.279664
-96.63245,39.833796,421.2017754,110.00575,99.97,0.87,-0.72643082,2.073372
-100.366355,37.236085,0,53.860947,100.99,1.33,-0.776079054,3.686107
-94.758976,38.68101,5553.106417,989.00652,395.86,9.33,-4.419608539,16.251927
-98.027969,39.393087,521.2732502,21.222981,97.15,1.02,-1.018113255,2.038447
-95.62894,37.04457,5093.890341,9444.218496,656.95,86.76,1.009838155,33.844026
-96.474495,38.706604,1128.156131,102.524012,100.48,0.42,-1.036759574,2.319969
-95.843695,39.88884,1609.904193,61.63819,147.44,1.97,-1.996664168,12.647532
-95.216281,37.618599,2324.353373,648.531378,251.62,6.58,-0.83529337,14.654349
-95.835147,38.804254,2300.98122,480.086691,250.22,3.06,-1.654061222,8.879837
-97.793661,39.128829,2021.720508,16.309658,97.67,1.51,-1.198891371,3.613485
-99.087552,38.178396,582.5629266,99.480092,94.11,6.03,-0.963244193,1.907805
-99.337952,39.748892,321.0294449,114.322,51.83,1.06,-0.400162141,0.793367
-96.324755,39.198828,4222.546556,382.217599,202.22,4.87,-2.319164617,6.374131
-98.751236,37.65694,1542.022402,600.730487,151.31,6.3,-1.344949709,5.405182
-97.931119,38.070352,5726.631234,23345.64629,834.51,49.26,-3.440404181,45.092637
-97.630487,39.826067,1167.450011,7.187268,99.28,0.13,-1.560891071,3.086565
-98.198682,38.255741,1688.385887,121.390548,148.38,5.46,-1.248019127,4.956178
-96.795045,39.410474,0,42502.62683,619.51,70.76,-3.603289282,8.819363
-99.352156,39.219611,501.1108095,8.421724,56.06,1.93,-0.474423928,0.706211
-99.18505,38.539157,3671.292312,20.982988,99.34,0.32,-0.682169202,3.072554
-98.847972,38.892195,1410.630531,83.391407,100.18,3.4,-0.561462324,3.445101
-97.616894,38.86162,2795.261992,24490.81407,601.93,35.78,-4.643770416,13.259853
-97.241457,37.675892,7901.135146,355756.537,6279.81,1309.06,0.203055828,319.459773
-100.914341,37.059551,461.1071073,4101.694458,244.81,20.04,1.30907438,5.303504
-95.75237,39.057113,24254.10688,96295.43761,2203.47,424.07,-8.109947136,118.009521
-100.446707,39.364006,0,1.476214,47.22,1.31,-0.311083834,1.861484
-101.707585,39.342827,58.16133789,95.69246,47.95,2.44,-0.485986301,0.534062
-98.790845,39.779483,194.2825423,63.504513,101.09,0.65,-1.07122019,1.1979
-98.617473,38.052323,1375.787292,11.114605,98.52,0.57,-0.664511689,2.930702
-101.343711,37.180185,0,168.38929,98.51,3.29,0.007461088,4.475651
-97.247111,37.16935,4649.272646,378.973951,301.27,5.59,-2.003358222,40.399859
-101.056532,39.389102,442.3544723,81.30316,51.91,2.94,-0.180089081,1.073134
-96.132673,38.878623,1840.803984,17.649784,98.08,0.83,-1.189387376,4.580403
-97.093178,39.907557,734.3436546,12.626851,97.76,0.33,-1.213151875,2.019902
-95.84356,37.532321,2121.127192,299.161394,154.43,0.97,-0.07212585,5.774573
-95.740454,37.887026,2358.101912,85.667045,98.41,0.88,0.205091815,1.287741
-94.672946,39.052819,3016.770217,169825.2872,3015.93,1463.21,25.82982864,232.674321
-85.259547,36.991382,753.614757,441.38609,353.05,17.9,0.730635902,2.978785
-86.169435,36.851185,4066.703746,450.83662,296.72,6.12,0.41305034,1.428787
-85.043201,37.950417,948.75263,1710.67203,254.09,10.27,-0.641465793,3.362157
-88.958588,37.108128,1628.620316,73.78233,102.18,8.58,-0.227203124,0.894781
-85.960297,36.835657,2873.507795,2055.44909,511.45,28.9,2.363150669,3.208461
-83.619803,38.084355,647.5734978,125.6871,149.68,5.61,0.659214121,1.111133
-83.725371,36.617649,5648.081267,1823.78677,457.1,22.86,8.297979853,1.207242
-84.675521,38.998653,15841.46974,34715.6005,1059,58.65,-8.565440918,74.869886
-84.097967,38.182627,2157.175991,2159.65356,306.01,31.92,-0.642097707,5.108616
-82.634695,38.471082,4159.433028,16841.34885,609.54,29.84,4.752095763,3.76213
-84.714014,37.638482,973.3968132,4594.16426,351.23,54.99,-0.101015407,4.437669
-84.08914,38.638318,1572.037532,128.34975,147.83,1.68,-0.368642303,2.32675
-83.475894,37.427155,88.58218704,229.096837,186.74,2.07,3.795574765,0.716619
-86.439188,37.776122,982.0405578,214.4099,298.06,8.19,0.392953342,1.455016
-85.69098,38.046855,9956.444125,17533.71926,846.71,16.67,-5.235515047,21.085295
-86.848685,37.157035,2024.038523,154.08267,243.72,2.7,0.683769889,0.918667
-87.932124,37.238367,1102.708624,119.75505,152.27,16.6,-0.345130744,1.000156
-88.319931,36.616708,5779.62966,8803.73685,473.82,37.61,-0.621375227,3.446712
-84.501031,39.089166,9.926724422,80890.6485,1170.17,77.87,-2.347833429,62.060468
-88.876364,36.893706,1130.040409,77.19722,153.1,2.51,-0.548938921,1.077203
-85.033226,38.676706,624.3417945,392.48297,149.34,7.61,0.950589431,10.473194
-83.136491,38.422068,1312.667388,517.59276,306.5,3.81,2.351616883,0.975048
-85.06615,37.338619,656.2024208,154.26838,202.43,3.5,1.276532164,8.137523
-87.386601,37.044886,7711.903503,20843.79813,852.12,387.96,4.33447283,7.292566
-84.157372,37.971622,5602.345228,8286.10775,510.51,49.66,-0.045762259,4.57981
-83.62305,37.155429,2346.303917,343.59726,243.39,13.64,4.842151609,0.205985
-85.077668,36.675474,642.0544203,155.75072,150.17,1.21,0.933980092,0.397729
-88.170461,37.250105,657.5615484,132.94117,145.29,1.77,-0.621359115,0.428045
-85.350097,36.728109,250.5330272,43.70324,101.99,3.52,0.417751422,0.232078
-87.112894,37.774768,9745.902833,42565.57867,1180.9,107.02,-2.363367578,22.238805
-86.340299,37.258464,736.862673,145.2798,151.53,0.93,0.777952,0.563221
-83.015641,38.098234,0,61.18808,92.45,4.68,0.499971233,0.382728
-83.990613,37.770495,382.6308168,189.54215,145.98,0.46,2.77308488,0.852262
-84.463117,38.049813,0,344236.1595,4169.46,1219.46,-14.95626088,84.120447
-83.624768,38.31003,604.894702,193.38775,201.34,8.88,0.42026657,1.790122
-82.774479,37.545025,1496.630416,1054.84709,512.28,6.97,6.217147755,1.347645
-84.866559,38.208945,5830.06495,13708.11009,572.91,112.77,-1.87491641,7.328594
-89.298145,36.557706,357.428262,62.93275,97.9,48.6,1.689450744,0.793387
-84.901999,38.736145,893.7009138,173.95151,97.19,2.83,-0.124172768,10.265716
-84.655502,37.731099,380.0747578,364.78844,203.71,9.09,0.643504706,1.367277
-84.568565,38.529079,1935.739576,402.78848,201.57,5.03,0.410807197,4.444146
-88.665008,36.763155,6782.022971,1352.81034,458.37,36.18,-0.763418131,3.251977
-86.128784,37.414194,2351.601886,491.56827,347.88,5.6,0.385591881,1.314189
-85.595487,37.359719,217.5860308,174.27236,204.86,7.46,0.528947465,0.341483
-82.919543,38.492186,992.9206629,5361.20648,461.48,10.77,-0.490482818,3.590364
-86.738956,37.878013,439.7042556,150.67572,143.31,4.55,-0.346599577,1.624693
-85.874699,37.701667,3002.98866,22796.08955,1059.33,285.34,-2.430029269,12.466992
-83.291458,36.934434,714.3733212,567.92169,361.03,13.56,6.182409969,0.461686
-84.437993,38.468587,2152.594028,418.10952,202.05,8.56,0.676358399,2.52617
-85.990995,37.300269,1402.868803,225.54519,255.73,17.6,1.350472668,0.514535
-87.58613,37.851038,4207.509189,20112.86351,576.39,110.13,1.127789108,16.99678
-85.011008,38.406397,315.5763574,379.11572,251.7,13.76,-0.658693975,9.273224
-87.402071,37.327392,6755.255051,5089.8327,620.81,84.63,0.325032114,7.740897
-83.967908,37.323241,1642.914264,115.11996,150.18,0.79,1.890501562,0.129924
-85.819711,38.201245,16.39275152,725142.0447,9756.32,4410.42,9.156812318,187.147745
-84.584022,37.868599,4071.026058,9452.18643,462.06,43.48,0.450612732,8.036499
-82.709215,37.83967,1539.836131,618.66562,304.22,1.98,1.361039996,0.843485
-84.610706,39.016853,198.4635796,127330.1623,1961.68,223.69,-5.456186939,102.40232
-82.937183,37.441041,454.381232,205.60065,210.36,2.63,2.543601945,0.528272
-83.83603,36.982382,3495.294214,955.28864,406.84,8.52,6.102657136,1.164283
-85.599958,37.510807,933.3395352,234.51764,194.34,17.63,-0.205840378,1.421521
-84.250642,37.024075,10987.67707,4011.07485,660.96,8.69,3.6172634,3.366228
-82.891443,38.029154,1213.866102,181.0675,199.51,0.4,3.112752369,0.464868
-83.610353,37.579209,89.75670148,69.44558,94.44,1.32,1.992202081,0.294725
-83.432839,37.176951,148.2343847,47.81221,103.74,0.3,1.87518308,0.070526
-82.979607,37.084018,411.4012912,408.90028,205.96,2.05,3.368805825,0.365597
-83.166782,38.576589,500.3795576,123.00087,198.76,2.36,1.383104122,0.882243
-84.712737,37.558716,1729.327235,503.96339,305.63,12.77,0.76969104,2.185027
-88.367975,37.283209,704.9564805,50.17324,48.93,0.52,-0.098222659,0.26859
